5.973333336385091030e+01 1.368242337675174349e+04 3.048060069084167480e+02 1.000000000000000000e+00
6.363333327229817371e+01 5.053033512314997097e+03 5.072512347698211670e+02 1.000000000000000000e+00
6.266666666666666430e+01 1.050736668827660196e+03 7.712246527671813965e+02 1.000000000000000000e+00
6.353333334350585915e+01 2.894241634400122507e+02 1.004277106046676636e+03 1.000000000000000000e+00
6.123333343505859716e+01 3.023889448138516855e+03 1.197351896762847900e+03 1.000000000000000000e+00
5.699999998982747229e+01 2.560741319792416471e+04 1.392307134151458740e+03 1.000000000000000000e+00
5.710000002034504973e+01 2.735553938919067605e+03 1.579922749519348145e+03 1.000000000000000000e+00
6.126666660563151368e+01 1.876909760181296178e+02 1.745045883417129517e+03 1.000000000000000000e+00
6.010000005086263286e+01 1.443402012028604986e+04 1.899216742992401123e+03 1.000000000000000000e+00
6.120000002034505115e+01 3.133964793858354824e+03 2.058020065307617188e+03 1.000000000000000000e+00
6.960000008138021599e+01 5.078655077134229941e+03 2.303142116069793701e+03 2.000000000000000000e+00
5.876666677856445631e+01 3.140783011833339970e+03 2.465212239265441895e+03 2.000000000000000000e+00
6.069999998982747513e+01 1.492211922798572232e+03 2.652361438035964966e+03 2.000000000000000000e+00
6.196666666666666856e+01 2.375483646893429750e+02 2.812736299991607666e+03 2.000000000000000000e+00
5.816666668701171972e+01 2.903611113175754326e+03 2.981024079084396362e+03 2.000000000000000000e+00
5.896666679890950746e+01 5.734401710012803051e+03 3.167710687160491943e+03 2.000000000000000000e+00
5.719999998982747513e+01 3.061062965825984520e+03 3.348205305099487305e+03 2.000000000000000000e+00
5.976666676839192860e+01 4.541866456079136697e+03 3.543218631982803345e+03 2.000000000000000000e+00
5.710000015258788864e+01 1.694967274438141976e+04 3.741039338588714600e+03 2.000000000000000000e+00
6.136666676839193002e+01 2.191232411791523191e+03 3.900595245599746704e+03 2.000000000000000000e+00
6.580000003560384414e+01 5.591161764991150562e+01 4.142352545976638794e+03 3.000000000000000000e+00
6.346666666666666856e+01 2.204658561095508958e+03 4.302562887907028198e+03 3.000000000000000000e+00
6.096666679890950746e+01 6.283378783700707118e+02 4.454893774032592773e+03 3.000000000000000000e+00
5.876666668701172114e+01 1.837998792577106855e+01 4.493495619297027588e+03 3.000000000000000000e+00
6.786666677856445062e+01 4.052094418583623110e+02 4.644975523233413696e+03 3.000000000000000000e+00
6.256666672770182203e+01 5.833259552518005876e+03 4.818079144001007080e+03 3.000000000000000000e+00
5.616666668701171972e+01 3.989679939525323789e+03 4.993859925270080566e+03 3.000000000000000000e+00
6.853333339945474734e+01 5.190022693718785973e+01 5.128547497987747192e+03 3.000000000000000000e+00
6.313333333333333286e+01 1.955958607596391403e+03 5.290251734972000122e+03 3.000000000000000000e+00
6.183333335367838401e+01 1.026769903447619896e+02 5.461409944057464600e+03 3.000000000000000000e+00
6.243333343505859290e+01 1.014052198689341367e+03 5.714879419565200806e+03 4.000000000000000000e+00
5.886666675821940231e+01 1.454403865697199035e+04 5.889932920932769775e+03 4.000000000000000000e+00
5.810000000000000142e+01 1.447499696433457984e+03 6.062822370290756226e+03 4.000000000000000000e+00
6.040000015258789290e+01 9.253748293996748544e+03 6.261363642692565918e+03 4.000000000000000000e+00
5.926666669718424174e+01 1.367838304854384432e+03 6.429928920269012451e+03 4.000000000000000000e+00
5.796666665649414085e+01 4.213303822742077500e+03 6.611722130298614502e+03 4.000000000000000000e+00
5.903333332316081083e+01 4.433630955759826065e+03 6.796742361307144165e+03 4.000000000000000000e+00
5.670000000000000284e+01 1.751111403134502780e+03 6.966426409721374512e+03 4.000000000000000000e+00
6.013333329264322913e+01 1.799124713905142471e+03 7.148327184677124023e+03 4.000000000000000000e+00
5.726666660563151368e+01 3.881752898452647514e+03 7.324249345779418945e+03 4.000000000000000000e+00
5.690000002034505400e+01 3.797436709581545983e+03 7.593353493928909302e+03 5.000000000000000000e+00
6.196666675821940373e+01 3.690401930107294447e+03 7.764759665012359619e+03 5.000000000000000000e+00
5.783333331298828028e+01 3.131380763269324689e+03 7.946310922622680664e+03 5.000000000000000000e+00
6.063333330281575684e+01 5.627216211049174490e+03 8.127512529373168945e+03 5.000000000000000000e+00
6.546666660563150231e+01 1.069874489045717496e+02 8.262671275377273560e+03 5.000000000000000000e+00
5.660000001017252913e+01 5.466493350587331406e+03 8.438386596918106079e+03 5.000000000000000000e+00
6.176666671752929716e+01 2.023836125174184275e+01 8.483419888496398926e+03 5.000000000000000000e+00
5.896666665649414085e+01 2.970874676232285765e+03 8.664106842041015625e+03 5.000000000000000000e+00
6.106666676839192576e+01 3.050217160975947991e+03 8.834215517997741699e+03 5.000000000000000000e+00
6.226666680908203233e+01 3.408379578310848046e+03 9.017869133472442627e+03 5.000000000000000000e+00
6.370000014241536235e+01 4.734407435632666420e+03 9.267347108602523804e+03 6.000000000000000000e+00
6.773333334350586199e+01 3.276940847507577246e+02 9.423560600996017456e+03 6.000000000000000000e+00
5.759999997965494600e+01 7.750585353533534544e+03 9.614185618400573730e+03 6.000000000000000000e+00
5.956666671752929432e+01 3.791369325939010196e+03 9.782050339698791504e+03 6.000000000000000000e+00
7.133333335367838401e+01 2.797403865297661014e+03 9.951910727500915527e+03 6.000000000000000000e+00
6.379999995930989343e+01 4.936702187030180539e+03 1.014015216517448425e+04 6.000000000000000000e+00
6.116666672770182345e+01 3.286822339189724516e+03 1.033849132490158081e+04 6.000000000000000000e+00
6.163333337402343659e+01 3.478594630854892102e+02 1.051278685283660889e+04 6.000000000000000000e+00
