6.570000000000000284e+01 1.760000000000000000e+02 1.739526193196699381e+09
5.989999999999999858e+01 5.660000000000000000e+03 1.739526193196699381e+09
5.789999999999999858e+01 1.990000000000000000e+03 1.739526193196699381e+09
7.329999999999999716e+01 4.680000000000000000e+02 1.739526193196699381e+09
7.320000000000000284e+01 3.860000000000000000e+02 1.739526193196699381e+09
5.879999999999999716e+01 1.280000000000000000e+03 1.739526193196699381e+09
6.229999999999999716e+01 2.110000000000000000e+03 1.739526193196699381e+09
6.310000000000000142e+01 3.070000000000000000e+03 1.739526193196699381e+09
6.600000000000000000e+01 1.250000000000000000e+02 1.739526193196699381e+09
6.210000000000000142e+01 3.010000000000000000e+03 1.739526193196699381e+09
7.129999999999999716e+01 7.250000000000000000e+02 1.739526193196699381e+09
6.000000000000000000e+01 1.350000000000000000e+03 1.739526193196699381e+09
5.920000000000000284e+01 1.380000000000000000e+03 1.739526193196699381e+09
6.220000000000000284e+01 3.370000000000000000e+03 1.739526193196699381e+09
6.459999999999999432e+01 3.680000000000000000e+03 1.739526193196699381e+09
6.570000000000000284e+01 9.010000000000000000e+02 1.739526193196699381e+09
7.409999999999999432e+01 1.340000000000000000e+02 1.739526193196699381e+09
5.839999999999999858e+01 2.289999999999999858e+01 1.739526193196699381e+09
6.260000000000000142e+01 1.660000000000000000e+03 1.739526193196699381e+09
6.459999999999999432e+01 2.090000000000000000e+03 1.739526193196699381e+09
6.339999999999999858e+01 2.030000000000000000e+02 1.739526193196699381e+09
6.220000000000000284e+01 1.410000000000000000e+03 1.739526193196699381e+09
6.400000000000000000e+01 1.970000000000000000e+03 1.739526193196699381e+09
6.850000000000000000e+01 7.030000000000000000e+02 1.739526193196699381e+09
7.000000000000000000e+01 3.180000000000000000e+02 1.739526193196699381e+09
6.559999999999999432e+01 3.510000000000000000e+03 1.739526193196699381e+09
6.879999999999999716e+01 1.710000000000000000e+03 1.739526193196699381e+09
5.900000000000000000e+01 1.490000000000000000e+03 1.739526193196699381e+09
6.289999999999999858e+01 3.510000000000000000e+02 1.739526193196699381e+09
6.270000000000000284e+01 1.930000000000000000e+03 1.739526193196699381e+09
6.079999999999999716e+01 4.160000000000000000e+03 1.739526193196699381e+09
6.500000000000000000e+01 1.060000000000000000e+03 1.739526193196699381e+09
5.979999999999999716e+01 4.040000000000000000e+02 1.739526193196699381e+09
6.300000000000000000e+01 5.360000000000000000e+03 1.739526193196699381e+09
7.179999999999999716e+01 1.770000000000000000e+03 1.739526193196699381e+09
6.120000000000000284e+01 6.760000000000000000e+02 1.739526193196699381e+09
6.300000000000000000e+01 5.100000000000000000e+02 1.739526193196699381e+09
6.210000000000000142e+01 2.270000000000000000e+03 1.739526193196699381e+09
6.570000000000000284e+01 3.910000000000000000e+03 1.739526193196699381e+09
6.270000000000000284e+01 5.320000000000000000e+03 1.739526193196699381e+09
7.600000000000000000e+01 3.860000000000000142e+01 1.739526193196699381e+09
5.950000000000000000e+01 6.380000000000000000e+03 1.739526193196699381e+09
5.839999999999999858e+01 7.160000000000000000e+02 1.739526193196699381e+09
7.090000000000000568e+01 6.730000000000000000e+02 1.739526193196699381e+09
6.759999999999999432e+01 1.410000000000000000e+03 1.739526193196699381e+09
5.870000000000000284e+01 2.790000000000000000e+03 1.739526193196699381e+09
5.979999999999999716e+01 4.400000000000000000e+03 1.739526193196699381e+09
6.279999999999999716e+01 4.700000000000000000e+02 1.739526193196699381e+09
6.250000000000000000e+01 7.670000000000000429e-02 1.739526193196699381e+09
7.190000000000000568e+01 4.710000000000000000e+03 1.739526193196699381e+09
6.189999999999999858e+01 2.700000000000000000e+03 1.739526193196699381e+09
5.970000000000000284e+01 1.890000000000000000e+03 1.739526193196699381e+09
6.490000000000000568e+01 4.860000000000000000e+02 1.739526193196699381e+09
6.070000000000000284e+01 1.380000000000000000e+03 1.739526193196699381e+09
6.590000000000000568e+01 1.970000000000000000e+03 1.739526193196699381e+09
6.529999999999999716e+01 1.220000000000000000e+03 1.739526193196699381e+09
7.940000000000000568e+01 2.030000000000000000e+02 1.739526193196699381e+09
5.620000000000000284e+01 3.590000000000000000e+03 1.739526193196699381e+09
6.600000000000000000e+01 3.310000000000000000e+03 1.739526193196699381e+09
6.039999999999999858e+01 9.150000000000000000e+02 1.739526193196699381e+09
6.250000000000000000e+01 3.680000000000000000e+02 1.739526193196699381e+09
6.100000000000000000e+01 2.620000000000000000e+03 1.739526193196699381e+09
5.800000000000000000e+01 4.060000000000000000e+03 1.739526193196699381e+09
7.479999999999999716e+01 6.860000000000000000e+02 1.739526193196699381e+09
6.909999999999999432e+01 7.929999999999999716e+01 1.739526193196699381e+09
5.679999999999999716e+01 5.330000000000000000e+03 1.739526193196699381e+09
7.409999999999999432e+01 1.850000000000000000e+03 1.739526193196699381e+09
5.770000000000000284e+01 1.040000000000000000e+03 1.739526193196699381e+09
