6.629999999999999716e+01 1.070000000000000000e+02 1.739526193196699381e+09
6.039999999999999858e+01 3.870000000000000000e+03 1.739526193196699381e+09
6.360000000000000142e+01 1.760000000000000000e+03 1.739526193196699381e+09
6.529999999999999716e+01 9.570000000000000000e+02 1.739526193196699381e+09
6.829999999999999716e+01 6.990000000000000000e+02 1.739526193196699381e+09
6.310000000000000142e+01 2.920000000000000000e+03 1.739526193196699381e+09
6.089999999999999858e+01 3.800000000000000000e+03 1.739526193196699381e+09
6.670000000000000284e+01 4.570000000000000000e+03 1.739526193196699381e+09
6.620000000000000284e+01 3.280000000000000000e+02 1.739526193196699381e+09
5.950000000000000000e+01 2.970000000000000000e+03 1.739526193196699381e+09
6.579999999999999716e+01 6.760000000000000000e+02 1.739526193196699381e+09
6.579999999999999716e+01 1.610000000000000000e+02 1.739526193196699381e+09
6.350000000000000000e+01 9.280000000000000000e+02 1.739526193196699381e+09
6.629999999999999716e+01 3.150000000000000000e+03 1.739526193196699381e+09
6.459999999999999432e+01 3.840000000000000000e+03 1.739526193196699381e+09
6.490000000000000568e+01 1.100000000000000000e+03 1.739526193196699381e+09
6.840000000000000568e+01 9.259999999999999432e+01 1.739526193196699381e+09
5.810000000000000142e+01 6.100000000000000000e+03 1.739526193196699381e+09
6.490000000000000568e+01 1.910000000000000000e+03 1.739526193196699381e+09
6.370000000000000284e+01 1.630000000000000000e+03 1.739526193196699381e+09
6.750000000000000000e+01 6.330000000000000000e+02 1.739526193196699381e+09
6.010000000000000142e+01 1.110000000000000000e+03 1.739526193196699381e+09
5.689999999999999858e+01 2.910000000000000000e+03 1.739526193196699381e+09
7.459999999999999432e+01 7.090000000000000000e+02 1.739526193196699381e+09
6.609999999999999432e+01 2.640000000000000000e+02 1.739526193196699381e+09
6.750000000000000000e+01 2.860000000000000000e+03 1.739526193196699381e+09
5.929999999999999716e+01 2.060000000000000000e+03 1.739526193196699381e+09
6.160000000000000142e+01 1.630000000000000000e+03 1.739526193196699381e+09
6.600000000000000000e+01 2.970000000000000000e+02 1.739526193196699381e+09
6.020000000000000284e+01 2.970000000000000000e+03 1.739526193196699381e+09
6.979999999999999716e+01 3.600000000000000000e+03 1.739526193196699381e+09
5.920000000000000284e+01 5.380000000000000000e+02 1.739526193196699381e+09
